step,update,seed,mean_episode_return
65536,2,0,0.0480065830051898
131072,3,0,0.0623898394405841
196608,4,0,0.082053929567337
262144,5,0,0.0987633392214775
327680,6,0,0.0705831050872802
393216,7,0,0.0625138580799102
458752,8,0,0.0906941294670105
524288,9,0,0.1070769131183624
589824,10,0,0.123327612876892
655360,11,0,0.1408292353153228
720896,12,0,0.156645119190216
786432,13,0,0.1371293365955352
851968,14,0,0.1896391957998275
917504,15,0,0.1853642910718917
983040,16,0,0.1916510760784149
1048576,17,0,0.1785159111022949
1114112,18,0,0.2121284902095794
1179648,19,0,0.2281648814678192
1245184,20,0,0.2293621897697448
1310720,21,0,0.2659993171691894
1376256,22,0,0.2789530456066131
1441792,23,0,0.3146761655807495
1507328,24,0,0.3406085968017578
1572864,25,0,0.3910414576530456
1638400,26,0,0.4415925741195678
1703936,27,0,0.4658933281898498
1769472,28,0,0.5042903423309326
1835008,29,0,0.4985516667366028
1900544,30,0,0.535669207572937
1966080,31,0,0.5799775123596191
2031616,32,0,0.6275529861450195
2097152,33,0,0.6793752312660217
2162688,34,0,0.7055939435958862
2228224,35,0,0.7403597831726074
2293760,36,0,0.7591785192489624
2359296,37,0,0.7736382484436035
2424832,38,0,0.8009706735610962
2490368,39,0,0.8054134845733643
2555904,40,0,0.8127692937850952
2621440,41,0,0.8286440372467041
2686976,42,0,0.8428338766098022
2752512,43,0,0.8598301410675049
2818048,44,0,0.8451303839683533
2883584,45,0,0.860602855682373
2949120,46,0,0.8766645789146423
3014656,47,0,0.8624372482299805
3080192,48,0,0.8686771988868713
3145728,49,0,0.886359691619873
3211264,50,0,0.8897713422775269
3276800,51,0,0.8750922679901123
3342336,52,0,0.889003336429596
3407872,53,0,0.860755205154419
3473408,54,0,0.8756389617919922
3538944,55,0,0.6357292532920837
3604480,56,0,0.6252518892288208
3670016,57,0,0.6901726126670837
3735552,58,0,0.7643146514892578
3801088,59,0,0.8210915923118591
3866624,60,0,0.8572468757629395
3932160,61,0,0.8644286394119263
3997696,62,0,0.8874378204345703
4063232,63,0,0.8810054063796997
4128768,64,0,0.8997212648391724
4194304,65,0,0.8758983612060547
4259840,66,0,0.8902187347412109
4325376,67,0,0.8919247388839722
4390912,68,0,0.8791790008544922
4456448,69,0,0.8983281850814819
4521984,70,0,0.9039784073829652
4587520,71,0,0.8956069946289062
4653056,72,0,0.8945973515510559
4718592,73,0,0.8814105987548828
4784128,74,0,0.873342752456665
4849664,75,0,0.8881990909576416
4915200,76,0,0.8920149207115173
4980736,77,0,0.8925818204879761
5046272,78,0,0.8819124102592468
5111808,79,0,0.8895984292030334
5177344,80,0,0.9127526879310608
5242880,81,0,0.8925320506095886
5308416,82,0,0.8857539892196655
5373952,83,0,0.8981369137763977
5439488,84,0,0.8938292264938354
5505024,85,0,0.8761038184165955
5570560,86,0,0.8975881934165955
5636096,87,0,0.9110499620437622
5701632,88,0,0.900993287563324
5767168,89,0,0.9111427664756776
5832704,90,0,0.9087018370628356
5898240,91,0,0.89756178855896
5963776,92,0,0.8533416986465454
6029312,93,0,0.8680486679077148
6094848,94,0,0.8905799388885498
6160384,95,0,0.8846948146820068
6225920,96,0,0.9124842882156372
6291456,97,0,0.8928280472755432
6356992,98,0,0.8945695161819458
6422528,99,0,0.8804752826690674
6488064,100,0,0.8998592495918274
6553600,101,0,0.8949924111366272
6619136,102,0,0.8927634954452515
6684672,103,0,0.899535596370697
6750208,104,0,0.9138985872268676
6815744,105,0,0.9049777388572692
6881280,107,0,0.8990054130554199
6946816,108,0,0.8719169497489929
7012352,109,0,0.8801672458648682
7077888,110,0,0.8820922374725342
7143424,111,0,0.893266499042511
7208960,112,0,0.8875615000724792
7274496,113,0,0.8998776078224182
7340032,114,0,0.8950128555297852
7405568,115,0,0.8896350860595703
7471104,116,0,0.8977492451667786
7536640,117,0,0.8436339497566223
7602176,118,0,0.8768507242202759
7667712,119,0,0.8992024660110474
7733248,120,0,0.90120130777359
7798784,121,0,0.8692261576652527
7864320,122,0,0.8936468362808228
7929856,123,0,0.9112921953201294
7995392,124,0,0.8807113170623779
8060928,125,0,0.8949084877967834
8126464,126,0,0.886258065700531
8192000,127,0,0.8905377984046936
8257536,128,0,0.880044162273407
8323072,129,0,0.9136749505996704
8388608,130,0,0.892439603805542
8454144,131,0,0.9081442952156068
8519680,132,0,0.8964822888374329
8585216,133,0,0.9156469702720642
8650752,134,0,0.9080780744552612
8716288,135,0,0.9150955677032472
8781824,136,0,0.9046090245246888
8847360,137,0,0.9119952917099
8912896,138,0,0.914546012878418
8978432,139,0,0.87394118309021
9043968,140,0,0.9091439247131348
9109504,141,0,0.9045215249061584
9175040,142,0,0.9079983234405518
9240576,143,0,0.9015401601791382
9306112,144,0,0.9055536389350892
9371648,145,0,0.8736646771430969
9437184,146,0,0.9025630354881288
9502720,147,0,0.9161232709884644
9568256,148,0,0.8948017358779907
9633792,149,0,0.9022310972213744
9699328,150,0,0.8931880593299866
9764864,151,0,0.8727322816848755
9830400,152,0,0.8674641847610474
9895936,153,0,0.882753312587738
9961472,154,0,0.8850036859512329
10027008,155,0,0.9008381962776184
10092544,156,0,0.9127216339111328
10158080,157,0,0.9010668396949768
10223616,158,0,0.8869127631187439
10289152,159,0,0.8975861668586731
10354688,160,0,0.8933852314949036
10420224,161,0,0.8979522585868835
10485760,162,0,0.7562496662139893
10551296,163,0,0.7365228533744812
10616832,164,0,0.7934027910232544
10682368,165,0,0.8255006074905396
10747904,166,0,0.8639324307441711
10813440,167,0,0.8791117072105408
10878976,168,0,0.8939099311828613
10944512,169,0,0.8788831830024719
11010048,170,0,0.8873087763786316
11075584,171,0,0.8924926519393921
11141120,172,0,0.8719993233680725
11206656,173,0,0.8991315960884094
11272192,174,0,0.9036829471588136
11337728,175,0,0.9153505563735962
11403264,176,0,0.9095399975776672
11468800,177,0,0.896889328956604
11534336,178,0,0.8915222883224487
11599872,179,0,0.9049407243728638
11665408,180,0,0.9232649207115172
11730944,181,0,0.9170498251914978
11796480,182,0,0.8991500735282898
11862016,183,0,0.901178240776062
11927552,184,0,0.9156385660171508
11993088,185,0,0.9186091423034668
12058624,186,0,0.9055854082107544
12124160,187,0,0.9207714200019836
12189696,188,0,0.9193565249443054
12255232,189,0,0.9190059900283812
12320768,190,0,0.9018660187721252
12386304,191,0,0.9153221845626832
12451840,192,0,0.9102155566215516
12517376,193,0,0.9232163429260254
12582912,194,0,0.9035701751708984
12648448,195,0,0.9022185206413268
12713984,196,0,0.903296709060669
12779520,197,0,0.9182336926460266
12845056,199,0,0.902965247631073
12910592,200,0,0.9091407656669616
12976128,201,0,0.9160633683204652
13041664,202,0,0.9065940380096436
13107200,203,0,0.9127100706100464
13172736,204,0,0.7950619459152222
13238272,205,0,0.859209418296814
13303808,206,0,0.853813886642456
13369344,207,0,0.8728032112121582
13434880,208,0,0.8748415112495422
13500416,209,0,0.8581466674804688
13565952,210,0,0.8937487006187439
13631488,211,0,0.9089506268501282
13697024,212,0,0.916975736618042
13762560,213,0,0.9051761031150818
13828096,214,0,0.8987075090408325
13893632,215,0,0.8948001861572266
13959168,216,0,0.8733384609222412
14024704,217,0,0.907273292541504
14090240,218,0,0.8744151592254639
14155776,219,0,0.9144881963729858
14221312,220,0,0.9261881113052368
14286848,221,0,0.936591863632202
14352384,222,0,0.9248125553131104
14417920,223,0,0.8660247921943665
14483456,224,0,0.8656318783760071
14548992,225,0,0.8955429792404175
14614528,226,0,0.9008907675743104
14680064,227,0,0.9076237678527832
14745600,228,0,0.9201019406318665
14811136,229,0,0.9211933612823486
14876672,230,0,0.9298927783966064
14942208,231,0,0.9175199270248412
15007744,232,0,0.9260324239730836
15073280,233,0,0.925842821598053
15138816,234,0,0.907110035419464
15204352,235,0,0.914322316646576
15269888,236,0,0.9106090664863586
15335424,237,0,0.9228501319885254
15400960,238,0,0.91038978099823
15466496,239,0,0.9236226677894592
15532032,240,0,0.8788343667984009
15597568,241,0,0.8819479942321777
15663104,242,0,0.8887131810188293
15728640,243,0,0.8772379159927368
15794176,244,0,0.8974993824958801
15859712,245,0,0.8820813298225403
15925248,246,0,0.8726920485496521
15990784,247,0,0.8969383239746094
16056320,248,0,0.8813940286636353
16121856,249,0,0.8951734304428101
16187392,250,0,0.8917889595031738
16252928,251,0,0.9065136909484864
16318464,252,0,0.910187602043152
16384000,253,0,0.9241175651550292
16449536,254,0,0.905056357383728
16515072,255,0,0.9343746304512024
16580608,256,0,0.9198941588401794
16646144,257,0,0.90719074010849
16711680,258,0,0.9098185300827026
16777216,259,0,0.918440282344818
16842752,260,0,0.8946340084075928
16908288,261,0,0.9142240285873412
16973824,262,0,0.924675464630127
17039360,263,0,0.9280410408973694
17104896,264,0,0.9185904264450072
17170432,265,0,0.8847562074661255
17235968,266,0,0.9012162685394288
17301504,267,0,0.9248762130737304
17367040,268,0,0.9248831272125244
17432576,269,0,0.9292181730270386
17498112,270,0,0.9073173999786376
17563648,271,0,0.925004541873932
17629184,272,0,0.9234991669654846
17694720,273,0,0.9153707027435304
17760256,274,0,0.9120514988899232
17825792,275,0,0.9227495193481444
17891328,276,0,0.9291027784347534
17956864,277,0,0.9137582778930664
18022400,278,0,0.9289845824241638
18087936,279,0,0.9131577014923096
18153472,280,0,0.9208884239196776
18219008,281,0,0.9146048426628112
18284544,282,0,0.933776080608368
18350080,283,0,0.9223394989967346
18415616,284,0,0.928151786327362
18481152,285,0,0.9272412061691284
18546688,286,0,0.936955749988556
18612224,287,0,0.9243555665016174
